AT,TAT,TEY,CLUSTER
14.835007793225484,549.9741697676004,134.89033139099055,1
13.73312505218757,549.9796590750947,133.8841739662551,1
4.733361431735972,550.0,132.8584440825391,1
7.256162745204684,529.3044465485839,162.96809657658997,1
9.913914164627153,550.0349539575927,136.0223328153012,1
16.207330228818034,550.1479452320162,133.39484517880277,1
18.06943840560772,549.4674319053877,141.5800518665905,1
18.70693792116499,548.1273854225749,127.11733884063824,1
7.77431929440518,549.8890802842749,133.83595325080964,1
15.238645260490866,532.4965152560601,154.75649144774482,1
7.0901890553034965,549.1889774806506,125.85017121958784,1
9.160887611423355,549.9871633836361,134.70047755890906,1
9.773735245711348,549.9783380578908,129.46044260474363,1
5.097717978559016,549.9410811312525,123.53083410681091,1
10.287616969016488,538.2421508987101,148.27967059359818,1
13.100564645376071,550.072973837903,133.72148691895148,1
11.50456336133386,549.8539457354836,133.78150594150495,1
16.590100560898595,549.9353327105568,133.75769345804852,1
1.9576767453800996,549.8455622085805,131.6769877620305,1
20.642988569992674,537.2213068634705,151.3233467975175,1
9.041107744405322,549.9844712003619,134.16550278425765,1
16.930734709239882,532.8207619764528,155.12088430253368,1
8.353541883998338,548.82083151128,134.68071432558222,1
10.319144751117241,549.898460303497,132.7030793930059,1
12.86752525930624,549.9466296019568,134.3079888805871,1
10.523631827497905,538.2550469433245,147.97495305667553,1
3.312787903972332,549.7188624909065,133.67,1
4.341677885346484,550.1160159705094,133.53959361179628,1
14.538246410071432,549.7588897668093,126.88795140367823,1
11.982301170416589,549.3721596044419,122.06951166519995,1
6.770137369707259,549.9480157060734,134.75656195951055,1
7.355865872214896,549.9078774994864,133.35545937692584,1
4.54706328239351,549.9154019284639,134.01691321912278,1
7.2803303325770745,550.0246119437343,134.20844777493718,1
23.34870230393617,549.8764139356208,134.00276568625205,1
14.900216667247227,549.865379501771,132.92709556936265,1
10.774220564998439,550.1367462874142,134.55497600103473,1
12.68106100187764,549.6797685668095,133.80321174507188,1
14.864529034079526,549.8725493878673,132.79507483010187,1
14.820503199192993,549.9935845300719,111.00532774066328,1
8.708243517269597,549.9785817682292,133.6827702494476,1
2.195432347309709,550.1693619419851,133.65438283480893,1
8.001205812277266,550.0588424777317,134.0394999717932,1
16.98979442171597,540.7436838973598,150.704206768317,1
16.726999963980706,532.4123956913978,155.15591655311826,1
9.000578515259004,549.979939704169,134.27017540605385,1
6.064007850845906,549.897077401517,122.92077401516954,1
16.743107872652217,547.8610129000238,106.40960237823477,1
13.675950885224493,550.2237423624713,134.60578737783243,1
16.49569300816119,550.2103718082044,133.48057872410436,1
8.489666621312356,549.7883891930292,128.7858460184258,1
7.6090808144123265,549.6981382503442,133.7500515545047,1
27.115888352654125,550.1462720029442,138.25585603091378,1
9.776103222811292,549.5311805358683,144.08531656583392,1
16.896681408639193,550.1044700876813,133.76529912318674,1
17.040333342946358,550.0602334366671,133.68515406243247,1
7.542951440036079,549.8639019490653,133.54465471617206,1
21.114208983162698,549.9974767087375,133.16606943217752,1
16.97139903227501,550.0020249048276,109.016136976552,1
14.415720418833976,550.0932027765399,107.87440367067978,1
7.819042232767629,550.1839817982059,137.14647972982016,1
7.370901703809714,550.0141797578835,133.84739429450698,1
9.818352161521947,550.2342212223159,136.08399550042182,1
5.333962952321383,549.838300429036,122.41648240260143,1
5.759206025255329,550.0353035449168,130.13121417966718,1
6.148387510974495,547.5179442991816,128.82257077746087,1
11.002217188076587,550.0215518751221,133.89699312563764,1
18.001865446012335,539.2846404490558,150.43401979465318,1
5.744531029032599,549.9649731347569,133.55586467611704,1
6.549820924222707,550.0896312307639,134.47156599704462,1
17.553694399166762,550.1298345539007,133.96624722024788,1
23.456938052935328,549.818541592942,133.61178210431692,1
4.750113289847314,550.0304951887579,133.36464423657804,1
13.099137367155187,550.0512019626078,133.64416189590457,1
10.153146897755267,550.04,135.00248970813922,1
7.84967108163739,549.9985715533678,122.33238074438692,1
13.817931542190163,549.7901117182709,134.2485476624787,1
8.867953296146004,543.660086848033,141.87098068955538,1
18.52003434551426,549.7747909802076,134.01227059837095,1
9.227677536789207,549.9482998280143,134.4460884769575,1
15.20804723719054,550.06,133.80556446555408,1
15.688793432691385,549.9325714719508,133.253428376221,1
6.069183480660333,549.9757679331764,134.44359948597207,1
23.879524240136607,550.1580005314364,134.28129043595982,1
7.930851423860049,549.9312169525206,133.83843895105377,1
11.819111594996047,546.3352257461521,108.07073628761314,1
0.9777249978149068,550.0460193353163,133.77747371524865,1
19.14044787630259,550.0532843455296,135.07828758955773,1
5.866460956430397,550.0252645310052,129.37895057234556,1
10.061069306744699,540.0202180994859,158.94162748811937,1
10.695099273032804,549.7960271280217,134.0309062311892,1
23.266590615485054,549.9002515026149,134.44339597806504,1
19.56093728235605,547.5826749442804,103.21062252142363,1
21.978396022849328,537.2040090671472,152.558207884243,1
10.543595967922123,537.4373314060476,151.06354064338757,1
17.195624957327233,549.8759234013501,108.48344044223784,1
4.532919234045957,549.9963888217916,134.0913883041824,1
5.454530216483307,549.7636268129122,133.5253851113525,1
24.28249763094133,550.0171553261882,134.54619674277728,1
10.695061339302807,550.0230495786248,134.1117626604099,1
14.59671328866076,549.3636835206759,108.3925144565851,1
4.407493209465241,550.0264889446079,134.26762897957556,1
17.072304360769408,549.9148951437104,109.29818434117918,1
7.102042506558982,550.0731089326391,134.3844889714861,1
12.146421491594644,549.7873198972895,112.66443825392186,1
12.628021438140594,550.0157880762681,133.77759901693034,1
9.673932660207598,550.0518512320295,132.24173562632268,1
28.223650234954953,540.6797054833283,145.59739723812373,1
6.5164350331612715,550.1146851137368,133.62280580927344,1
9.756206713579557,549.8284805609277,129.70714956479242,1
10.427421052969658,549.5815278156126,127.42147570003368,1
13.55414372143678,549.9624883145277,110.30507011283376,1
12.84678022693934,548.4290476918577,122.64636215598827,1
13.289219610538169,549.6779228282819,132.4148622013961,1
4.5873095899089575,550.2271601237496,122.64864049499832,1
28.002259622712664,550.2103370708619,133.43662929138193,1
13.569053944496611,550.2469929225199,133.66225530811008,1
24.966158649582702,549.8071929640342,134.32780375912884,1
27.54413564596189,550.2891104799719,134.51847510852298,1
4.035681431911926,549.9668511341208,133.97184836573,1
13.22173086836024,549.8401966984069,110.34259025046265,1
23.727452149761227,549.7862585652667,135.56340452372288,1
14.930090542493124,549.9620818998565,133.1190954105806,1
8.929500236473285,539.2002933522408,147.91838656267592,1
9.859280854295028,550.1382010214584,133.85163881541772,1
12.615060741937945,549.1507209830936,110.96113825649738,1
13.801100021454609,533.9305946061917,155.01304499607957,1
15.559116068998248,533.2716577237934,154.70508048585972,1
9.721457473618687,549.8949347460857,129.54532626957172,1
15.451781230649429,549.825698481781,133.66639492141002,1
15.310316157951734,549.1871007715713,124.64114407470892,1
5.973490593606288,549.9384832984423,134.7280565759502,1
21.99171362902352,550.0364959692637,107.6006089377083,1
9.646686818627009,550.02,133.04610416863395,1
9.489602578224323,549.8422367077591,133.7153947560344,1
8.008754527011265,549.9197738737461,133.56186432424758,1
12.88634352239805,549.8149933525012,110.13956660567806,1
5.794285636827344,550.1252049457868,133.36645706296406,1
25.983030974190864,549.8680146559623,134.35283145643533,1
17.08425786696191,533.2777336050212,155.0821883263186,1
3.260004767805449,549.8856705847056,133.9294726624912,1
7.790797021121148,549.8907222495477,114.71094192043398,1
15.225513304557051,540.2888448950869,155.67480748251444,1
2.2165375131441065,550.1539835773492,133.44196531766102,1
8.156764779141222,534.618210896768,154.49339588449033,1
9.47702847531712,548.0182864739877,129.3198969225436,1
16.984967190462225,549.8304410194579,133.7295589805421,1
11.28881362464448,550.1564391950864,134.7121132155917,1
18.858259362001892,543.6364371216249,148.0309989472178,1
5.970346518822748,549.9976528638455,133.73986841950295,1
12.406759885141392,549.9405048267163,134.1027129066525,1
23.19111815173386,549.7689481413487,134.52470645636816,1
12.445735959721436,550.0792076842432,133.33897957857678,1
16.924535805420913,550.0326568289015,133.8682509262425,1
12.205786371645596,549.725419975861,121.39117178070677,1
13.378170251086265,550.2531170033542,133.65344149832293,1
12.386539953540163,549.5141211894863,129.44765096770894,1
18.909395815771557,545.7401505098137,143.94829948949075,1
7.227224033054774,549.9751760170814,134.60559149171948,1
7.652789933860034,549.8205949213149,122.2829746065741,1
8.50516255756977,549.9767235317082,133.68996588097508,1
15.795982783619053,550.0833941359488,136.10614899473094,1
8.935081171014767,549.9808883970977,131.70605635471608,1
7.220814059908828,548.5225260278795,128.45926092485763,1
9.224245735108736,549.9582134623762,121.30499615775562,1
18.84003931359512,550.164621442068,134.41965585642546,1
11.663059957515152,550.0407851537149,134.75519628842872,1
3.0502191484859678,549.8828420515897,131.15314121491488,1
25.799993772600217,550.3560004265488,133.61078097677554,1
15.263767778093216,549.4604666681225,110.71,1
21.688030281442103,549.9174501405336,134.58050850884413,1
16.10668261205833,549.6662166607689,105.0960773944314,1
12.394539293417756,550.001825363849,135.02407573523925,1
18.787212858016275,545.2663659578845,124.31346541057236,1
9.811727995281114,550.1187436891495,133.75386990616002,1
11.485472925558915,548.8642150876499,133.4344721716195,1
22.93603612188964,541.1323665946888,148.0949436525074,1
13.378352540771148,549.87,118.42116796176072,1
17.40951907585672,549.8954599766355,133.006933489097,1
8.208936888172737,550.0540054276057,134.3479791941782,1
7.231742654007977,550.0200568584959,133.77707381468366,1
18.658895615038897,535.070852337768,154.60001893105056,1
11.579981487969143,547.9006492913633,121.76001781174976,1
13.798907274245028,550.0252686733776,111.41610089205332,1
10.612957821904175,550.2396397525697,130.56627624938818,1
7.624390939647506,547.4177254740919,122.0841916043746,1
12.583932975985705,550.1280160861137,132.989222522747,1
12.945727317431594,549.8341920888621,148.788323915312,1
12.700834182314304,549.8847396951741,134.90647908358494,1
11.039961138676603,550.0419616141843,134.35746259858192,1
5.542213575406097,549.2500385720708,114.5454676958906,1
13.641040110421347,550.0278447498561,133.55111423805286,1
21.0277531533122,550.2317037839746,135.15633109965893,1
10.168830959106867,550.0632494608684,134.6721364616603,1
13.380362489105899,549.5157812832697,109.00919868382601,1
12.557711972283736,547.9807757967268,112.01778101621157,1
25.38876440815327,549.8772087646058,135.6636235446178,1
7.759135970571696,547.2322823830299,109.72108383683089,1
3.6357917828182265,550.0382209773759,125.62816727843048,1
16.594112617316068,550.0753353624741,133.07621350317692,1
11.47797437822638,550.1169394624328,134.81891735752623,1
10.15744881693598,539.9669748272255,158.88637974960145,1
6.5126926234497855,549.8727025922833,134.59760631431587,1
21.20457562681325,549.8599544928693,133.04629502510036,1
10.82910388504718,545.3345967456323,111.7073249242726,1
11.010582141686184,530.12,160.2754889831332,1
16.055430993507322,549.6227713850067,105.08186390192051,1
13.200598139465107,549.9069195440748,133.9999743546858,1
13.385511785368656,549.989886148685,133.99920304079484,1
14.290158289134213,532.3259143925461,155.8765833306598,1
11.062387998868623,533.5433587757517,158.5116661217563,1
6.385658039881685,550.23253258875,123.91464307937515,1
23.562008816215357,550.0524543767357,133.00789205031438,1
7.8314929497455505,550.002981648148,122.30608942129427,1
16.735134920614428,550.0692474389264,132.7873578745925,1
13.296474722630302,531.715551756405,156.96428419582446,1
18.926202078401626,549.9941808534095,134.0667234136378,1
9.48760803424694,549.8375240479659,120.94166091547115,1
7.764618983377257,550.0758125505357,135.37480080988078,1
21.992001920084235,550.2799807991577,134.07008640379053,1
11.636801658674306,549.8859263657214,134.34995250208425,1
7.121522156704918,549.4928415099027,133.92721320543757,1
13.833892195051488,550.1476846482682,133.58536929653596,1
26.75516388732875,549.7328166658157,134.87768885031085,1
7.774251273019017,549.8994235931808,134.98193030453342,1
19.73600012205529,532.5899141233319,155.1279162702487,1
15.142832440328243,532.251358173535,155.26589506038044,1
8.704955534717422,549.9622218702267,133.74889014199283,1
18.679797230056746,549.9117972300567,133.43649751209944,1
12.548172272516153,549.8123843212963,134.0402441144531,1
15.00355379967947,548.187170727683,120.6619296736122,1
23.766682485079407,550.0757062641137,138.13232117475297,1
13.320666511094453,531.671606546385,157.7953618156955,1
13.052864293163656,549.8730682540889,128.00251609045955,1
11.427456702928314,549.8831471850658,133.42786796266472,1
10.932734558188288,550.1633521417207,133.58960502386637,1
12.066496085366412,550.1469611494281,133.68,1
11.354348833818467,550.1062009152608,134.08389592553758,1
13.674795864463231,550.0198638386776,134.49478536595063,1
8.612625181256849,548.265015433244,113.8028659618537,1
12.800705250761164,549.6197139990979,122.26629201984264,1
22.810233604422326,549.5580040005265,132.80687841031875,1
9.078136446803116,549.8755283529626,109.2770929573695,1
4.059650696701723,549.8893051885252,134.54451056921803,1
6.048094444613298,550.1185633698899,134.5199012811507,1
8.14980997885203,550.0167507311185,131.37513870634558,1
6.184112189803942,549.9497950886799,133.5907845644226,1
13.673741783206866,549.8528213220028,133.4118997016078,1
27.34575453177369,550.3218763785858,134.06195142371726,1
7.695513707928357,549.9461943043019,133.97265703830135,1
9.902099231339793,530.2913746650444,161.27789744202488,1
21.1533947142702,549.5823645550743,133.89933696062934,1
11.461640221043606,549.6640698505041,110.95979905764986,1
7.846619258140698,550.0366558455062,131.42076173919665,1
24.486964376364146,550.0069404609465,133.79,1
14.071572976913295,549.6950634433288,119.92847019694905,1
13.781301358441839,549.7350915124168,110.54479867268299,1
5.784820041713106,531.0154948812993,162.69809957458486,1
6.641929746114076,549.907567425095,134.2443231133075,1
18.421413861531533,550.2822930692341,134.31767475286603,1
25.11338292897285,549.9965003969147,132.86194028924945,1
4.630127467072879,550.26144729289,131.90138434131788,1
13.550547793537842,550.0810194538145,134.01991442170038,1
4.060434328793425,549.9507594387284,129.94737864492137,1
13.506219566795234,534.7312653110796,160.22776383521557,1
19.670045008786822,535.7604153454866,152.80652613033462,1
8.678234821210964,550.0281253095185,129.07810054803562,1
18.705438799237736,550.1776614765931,134.01734969839194,1
11.330047498434446,549.7956950001432,111.44235000225113,1
5.026958655647967,549.9931816627543,133.97238624706574,1
28.79664601874405,550.0398701169191,133.82,1
12.235694032708508,532.1863707544879,159.7713207342811,1
11.636741901010012,549.9932014170487,133.85766093308706,1
11.315290410891327,546.6512400543583,149.18040275612145,1
16.56894257253776,540.5348024931342,143.5268481474628,1
8.421191515951811,529.7904781275929,162.5367506433061,1
8.503680705288831,550.09,133.6135751830833,1
17.14758020922512,549.9690182180476,133.1576543552499,1
16.591641856024367,550.0402851616014,134.26187047014784,1
11.982723548196,549.5396241494526,134.01159376468357,1
10.931299453218813,549.0174258274843,138.42444177502358,1
8.310666243601425,549.8256557345377,134.54,1
14.035606823708877,549.8205530777525,134.25630959473136,1
7.2091239098497635,545.8332858702761,149.76476435860232,1
15.939538813876855,534.4597748841012,154.34898913180868,1
12.146635273728274,534.2780714469907,156.47993192626228,1
11.287669886043643,549.8796631253521,133.619663125352,1
15.871381468490307,531.982389681637,156.36807844861374,1
18.214781287686325,549.9437812751215,132.53582558782088,1
15.464407921563785,532.6549373841459,155.1246546271966,1
11.841041639341734,536.7052406161631,159.97054607123542,1
9.276674566518775,549.9433489303101,126.63681483794608,1
9.912769535956306,549.8660910002648,133.8791228230311,1
25.694144529616647,549.9204730580036,134.7593692559951,1
9.436012007124138,550.1034805129617,126.49259743519188,1
16.3724916593754,549.8499982098482,112.62117499634554,1
13.020525892181675,550.1634732234244,133.49023216749174,1
12.34649536347406,550.0149397775865,133.8497591103462,1
8.366118908179219,550.0902133824341,133.5721707059472,1
14.39816811695033,549.9700374215787,133.0228786600231,1
14.983435818204839,549.3388129094468,110.62443224606687,1
9.894591085359751,549.9822654234123,133.320715385273,1
15.937603247498968,534.1133385537896,156.3323608935921,1
7.425854996173769,550.06,134.40151280887082,1
16.991276645950446,550.0065291484724,109.6659710278858,1
24.039112117213048,549.9282736086756,134.1444778541761,1
13.598148980878316,549.9337551938942,124.91232869469731,1
10.526024217976344,532.817726180307,159.40958366829287,1
18.247513101321605,550.2224395770922,134.28567540088108,1
15.809404483367087,549.963421905431,110.49162975132342,1
12.316564166852196,549.9045700128005,132.44759567954142,1
6.080316264824856,549.9293920156042,133.6663259980495,1
12.093823353460838,538.9335712059277,153.36954780329398,1
18.680098394499574,550.0956443309359,133.74453987261953,1
8.601131954850073,549.8407270444343,130.61238378765208,1
25.085740856573963,540.7282060293462,147.29495018539637,1
14.859425821690852,549.8815730171675,116.72332804588885,1
8.245066054101184,550.0962995926346,134.18647634022759,1
22.124088377586627,550.1330753582532,134.66609375692263,1
19.26219709800061,534.1875718315783,154.2647127694742,1
6.340278011210362,549.9228579686328,133.1241375983635,1
17.701116888074136,549.8323823991938,127.34810225867466,1
7.971649582605594,550.0274568826194,131.3284536690177,1
15.249534607179143,549.3484002783725,113.10168403959587,1
25.247062319583012,550.3103696318265,133.08115472753963,1
9.241148946611187,549.9250709926712,135.5290061026053,1
13.002879170381009,549.9879621666971,133.8973944541308,1
15.565343039066871,549.583670183835,112.79138359823831,1
15.664180191576008,531.8792314259308,155.28557643055188,1
10.772537307432604,550.0235487087149,133.36850770269578,1
9.087478148227364,550.0552972590466,129.62035996468356,1
3.599703698891316,550.0699098660958,135.0691259442975,1
16.680504342404696,549.9334484746079,132.42173288274222,1
21.78698203929695,549.8745448551143,133.45286432015214,1
25.413944024190737,549.8979330120044,133.2724861712338,1
14.30649441232809,549.7789495085486,133.65315147435405,1
11.948529267537,549.8574173872344,133.53377514772095,1
10.755594188754381,549.9492807100988,133.5158079101625,1
10.80783101079493,549.9725825943439,129.04646282005524,1
9.071636945466803,549.9750430291018,122.17911646604786,1
17.033409781442113,537.5159919320465,152.43548083861043,1
14.986752626116226,550.0956098952366,132.90933465974177,1
5.796305547846044,550.0794560629948,133.7440166929427,1
5.397704920105553,550.0296271566643,133.37281021352214,1
6.022973527575379,550.067169567865,129.9681130452433,1
15.116421089823682,549.9434605766929,111.26604975771694,1
11.475215102953554,549.9436539748359,132.94556444092078,1
22.89217159534291,550.2485603018165,134.11192588542124,1
4.955153211196803,549.5111641124919,124.92665962066687,1
13.434503027507313,548.101580771352,103.95579487808016,1
-1.043040353688986,550.3051977021859,131.66820202730827,1
16.579214764813624,531.4567908119457,154.86641837610884,1
22.32593725675066,549.9938733744672,133.91675975319768,1
23.847935109919643,549.8312059262097,133.34485575850417,1
29.489440939171185,550.3054686109862,134.25680253744508,1
15.301761902487344,544.7515172198737,128.07580575634555,1
7.310959222277955,550.1101370232259,133.35782758820247,1
9.46525838190752,538.8821547262622,148.4320607463639,1
13.258015556910191,549.7269031870894,134.72566077627587,1
16.580857529340257,549.9737141500027,108.94571410869914,1
5.689618376579694,550.3383466181186,138.44792039364438,1
8.011179607152231,529.3184117989497,161.99023662872239,1
3.1296898412193523,549.9873607089445,134.43680354472264,1
11.681875712733948,548.9135757569677,110.02673269934616,1
17.070841146129297,549.7184879141855,133.72554637425563,1
13.989889029978716,535.4231287720936,154.7094760865839,1
31.24593562998897,550.0678259974376,133.8015427741109,1
22.39160076636734,549.8808879339891,133.68038183732523,1
6.607372352618244,550.0083469829723,134.25826508513867,1
7.814079151525206,549.8619230490093,130.0238941923878,1
15.817649396275248,549.9109125638627,108.34825127725298,1
9.37177112901584,533.9388818595895,163.53827130982015,1
8.695855236064714,549.5581834621788,122.0275764425745,1
16.30789903829268,544.997821364807,145.8277610135357,1
29.6469661118625,550.2829562443836,133.76715937406394,1
11.325203250975148,549.9811744559515,130.69094583483513,1
2.5679261839833374,549.9606323358812,130.53138204586,1
12.690788220291786,549.7098096369317,107.60632361721619,1
5.549246887989845,549.9254371896268,133.76909380172887,1
10.727100240948934,534.4291536608085,162.345913776388,1
11.664536905876934,530.8171324867953,159.96172197110815,1
14.904005858098989,550.0175365133416,121.99757546090588,1
13.624694676163664,549.9527006675269,133.56875919896777,1
8.806635451243132,547.1321348365701,115.41264380013737,1
16.824949113726152,550.0900363473385,111.74,1
11.610159018211135,549.9672934393058,122.849380821773,1
13.924074041420205,550.0488199757219,133.07309210226282,1
4.896658175933458,549.9120280415495,134.68,1
11.352856380746868,550.0860642951768,134.13867414945287,1
9.456925983703922,532.9941670104342,154.2881871792505,1
20.919153976643006,550.200673319741,134.12520575347816,1
7.593230932403149,550.0109207456626,129.39861888150634,1
11.611720618485856,543.9537347597393,143.2272481971422,1
14.099807640855243,545.1448706587187,106.15029736532571,1
12.11293398394824,548.9425332668702,105.87220194042852,1
9.658450123268944,534.6315902681401,162.57026269392867,1
13.130309999221922,549.9982830150742,133.1836211828349,1
14.888174251415107,550.093553552908,134.6991799493289,1
15.64638537354816,549.9072492859657,117.33471190839323,1
11.490934312463551,549.9162833665476,134.51804930249926,1
14.831717586866713,549.9238905547903,133.2113835476311,1
7.770624497435795,549.8915675554422,114.7121567555442,1
29.726830615301875,550.0625409277293,133.53602846325913,1
12.266747699047675,530.6303447995151,159.2026332364958,1
10.98842518206907,539.2864292666807,147.88083239184695,1
9.090554569230397,549.9408017569118,134.04826963422042,1
25.125950236037326,549.9507991282177,134.13827945280826,1
15.630940889957607,549.9441798488751,132.96631973133356,1
10.495183666662175,550.1772122722892,132.61158222383585,1
31.382333519886302,549.7343658471832,135.95485769659692,1
9.565291661789752,548.6197472173408,109.8587884801207,1
14.081863038827091,532.3295435759902,157.25347011333315,1
29.09839419314357,550.0135110000775,133.2036674994183,1
13.859952454828033,549.9198630485167,132.43843669335772,1
3.9978338082750953,550.0693880593336,132.33663432633472,1
4.698882403390633,550.0644877991833,134.68739022183598,1
11.828556755156248,549.8696730251231,133.66147138694586,1
18.76658504811581,550.0508300817299,133.50450603084758,1
5.082060017211212,550.1342813046166,134.06510052431884,1
15.070165478286555,550.001962141228,140.48443924870048,1
12.598439717875033,549.7638044414264,133.57710412418166,1
8.656853978111204,549.9686443729206,134.3060530844388,1
10.08904694984298,549.94,134.92712294819606,1
15.083915249058654,550.0431214082516,134.4708118067077,1
19.362008871699935,550.0858518163324,135.79266514820685,1
9.270026973281464,550.1421986059136,133.7,1
5.77377298611032,549.9689985749851,133.92489843248362,1
17.174938222765427,550.2913511871598,133.67752891061707,1
8.409372520670182,549.9165441506243,133.80360286862646,1
12.056575982481348,535.8524771959799,160.36079626674655,1
12.641203512140287,531.5767906342926,159.45059794901414,1
15.831181754303275,550.0787704640084,133.75701637120662,1
19.50193425090997,549.9563364653668,133.65490178950787,1
20.33361993927821,549.9569441996854,133.9300974061861,1
14.855314000846453,549.813328137538,108.06393496515464,1
0.04611265078582735,550.0897137142522,133.94541750004902,1
17.12241140964287,550.1781130008305,134.4575836550247,1
4.579379065084479,550.0368513405698,134.0440283564834,1
7.398306270753618,550.2503994170944,134.67,1
6.781783509680225,549.5296915991568,134.65899415066758,1
10.287366700082854,550.0479131306508,135.7381303040236,1
14.426837779028087,533.5306967420579,156.97424519610402,1
26.19162856476688,536.5618747074426,151.80073165044897,1
13.506231183239512,549.2175739468706,126.17981810368879,1
16.54620462638219,549.9559768650981,133.67258762291726,1
23.29752811198349,549.861685407989,134.12632755709723,1
15.048953548990363,549.6537111168807,134.74863230697304,1
15.984563328194294,549.4444626054956,143.89287012010445,1
4.4106860072685015,549.9903640006321,129.5173447988623,1
15.43579641639614,550.1916597420543,133.85923245048423,1
12.903082619507172,550.0854130975358,133.6021046905158,1
18.609377324401557,549.9311962659046,133.6330535270649,1
15.734845923326766,533.0439887190158,155.13494330090305,1
12.258633732993633,549.4440826169069,130.89255628204688,1
18.855277711007982,549.8060013706538,134.04399348939396,1
25.42161488342056,550.053522391698,133.86014924673458,1
11.629359979945619,550.125919237844,133.59152659201234,1
5.021039753834381,535.5516372443859,159.44024056799913,1
12.90715709268965,550.13,133.74191138749288,1
10.424230198314943,536.1249499375876,161.281624351693,1
13.82011315179719,530.7933708367093,157.66791432270566,1
11.691367259532424,545.2697756999218,110.74957732137192,1
15.726878916616176,549.9942308831246,122.99493913992764,1
23.558495673274543,549.6111240248841,132.86606591290519,1
14.256848525343795,549.8015841216007,134.69849007600044,1
12.941530814985033,549.136425500598,111.2155311581408,1
10.884726217444436,530.9591798926105,159.93211809397414,1
18.36740162499419,550.052962514934,133.6230005191453,1
13.624706850983118,540.4885988591458,152.54513937627542,1
16.806946606323756,534.4501234982954,153.81275721170798,1
7.941339258782143,549.8751387176897,123.10641603297222,1
29.233742022770443,549.5388389956473,132.98949889186656,1
13.716036685898384,549.9051156038246,133.78243190515786,1
15.117629721918135,541.9370437379548,154.93336157504342,1
9.355939912119991,534.8569680254194,162.47396437371538,1
10.825813229852397,531.2832504104123,158.34360221007782,1
7.537040488839472,549.9777654209329,134.13632354835076,1
15.612284083279484,549.0652612263793,127.69866717510472,1
23.27094649477292,549.8356906881675,135.37309085055503,1
19.822940680637966,550.1322482599494,133.86248259949357,1
30.92925203547169,549.9926071659278,133.76346988569335,1
11.90633110367432,549.797652405339,133.93055508689838,1
15.94130079270475,532.366144295714,156.29217029964425,1
4.633848550719174,550.0036539734564,133.00422185806278,1
7.294915805123656,550.3291819977659,134.76021544435437,1
5.394228232346976,549.8682336570483,133.62677330049627,1
7.469782034103183,550.0663403040302,133.8165525974805,1
15.587265146502796,533.0792106022019,154.8974702837289,1
5.8880445677057995,550.0310451340077,134.03897521654292,1
15.281653386798014,533.4357384799033,155.99727098268636,1
14.718874677126934,540.5196313464846,145.84834552517333,1
12.867418713541687,549.4283317441511,134.96812559594332,1
7.1538173629395505,549.94,135.25147076672374,1
9.144247167629915,549.9840202645937,133.79164569207347,1
10.239700269878677,530.0086510323955,160.75297395451582,1
11.366979507569086,549.6739788193834,135.38540870164195,1
8.775617207979598,550.0236870727771,122.01236870727772,1
24.018795094639568,549.7359283830452,136.98037132990072,1
7.989825368758115,549.8419029359733,134.03779053412126,1
18.34595692419304,549.0612676555785,100.87981753864423,1
3.1445346039823927,541.024683573089,156.4607746858471,1
10.775109849982414,550.0212377544311,133.65990478812066,1
26.65617590972952,550.0279405126004,134.0993796013108,1
9.27782020322778,549.9421097024905,133.87348569790345,1
7.112522579929353,550.0413258801768,130.7682321597643,1
11.796819983537494,549.5915988791395,128.62062772377814,1
10.525534600140947,529.6395382092295,161.05596172243685,1
9.150549116199377,549.9338429656196,133.88752014345994,1
10.538548123633415,550.0008003988175,133.21281324027592,1
3.9022832730119617,549.8130390456112,133.9517088561329,1
11.473398956905953,533.5363993206223,161.9040902743415,1
7.464056212211799,549.9918713787895,133.53973266017292,1
5.182780856787782,549.9444822769004,133.63436761537523,1
9.804460630558182,549.7031907963504,127.96924765968382,1
10.282243256334322,535.3526927652039,161.8249976138084,1
5.6879730968509925,529.8839300849331,167.1519876897954,1
7.14939225633837,530.0485205030088,162.68008888952727,1
16.30846574986636,550.1944161909853,134.72720809549264,1
9.589912010018752,550.2071835063024,134.7211265974791,1
16.475401197787562,550.0051723418637,133.77994697173426,1
11.67022957733984,549.9254434813694,133.17361546480848,1
9.300054134394015,549.978908641987,133.2916384087258,1
11.0753068386426,549.9652996015292,133.85734498552014,1
7.728434827898076,550.0220261695576,133.66724672880528,1
14.785553513079664,549.553512087985,116.00828707881873,1
10.462898632932076,533.021594550163,131.20465680611375,1
8.712459044333457,550.0957296612862,133.6519289915179,1
20.054341307349404,538.4019285014373,156.243119901464,1
12.513948396041725,549.9928665056741,133.59764125574205,1
8.087024618392135,549.8009673953462,134.29023992421077,1
20.05347499009419,550.0304034430596,110.74358794929104,1
7.6085002220484075,550.0480187810405,133.55995304739884,1
14.126234347233416,550.0187656527665,109.01051282183948,1
29.93591280962861,549.9074569236341,133.5375292864904,1
14.220563124907324,549.9766957625862,124.23576535506443,1
8.275151303612747,549.8813596703411,131.26521813123773,1
3.9934198793806015,540.4755710318077,156.52836958052353,1
6.7233041012104975,549.8834004993715,122.9553601997486,1
17.649813478846344,549.9023212421245,133.73331606017786,1
22.073861015961253,549.8770304863724,134.33848432465015,1
25.25854477969766,549.9950520128092,133.91609551933382,1
7.693214784870594,549.8846484530457,133.92548413248687,1
